ZIP_CODE,REGION
95054,
95055,
95056,
95060,
95061,
95062,
95063,
95064,
95065,
95066,
95067,
95070,
95071,
95073,
95075,
95076,
95077,
95101,
95103,
95106,
95108,
95109,
95110,
95111,
95112,
95113,
95115,
95116,
95117,
95118,
95119,
95120,
95121,
95122,
95123,
95124,
95125,
95126,
95127,
95128,
95129,
95130,
95131,
95132,
95133,
95134,
95135,
95136,
95138,
95139,
95140,
95141,
95148,
95150,
95151,
95152,
95153,
95154,
95155,
95156,
95157,
95158,
95159,
95160,
95161,
95164,
95170,
95172,
95173,
95190,
95191,
95192,
95193,
95194,
95196,
95201,
95202,
95203,
95204,
95205,
95206,
95207,
95208,
95209,
95210,
95211,
95212,
95213,
95215,
95219,
95220,
95221,
95222,
95223,
95224,
95225,
95226,
95227,
95228,
95229,
95230,
95231,
95232,
95233,
95234,
95236,
95237,
95240,
95241,
95242,
95245,
95246,
95247,
95248,
95249,
95250,
95251,
95252,
95253,
95254,
95255,
95257,
95258,
95267,
95269,
95296,
95297,
95301,
95303,
95304,
95305,
95306,
95307,
95309,
95310,
95311,
95312,
95313,
95314,
95315,
95316,
95317,
95318,
95319,
95320,
95321,
95322,
95323,
95324,
95325,
95326,
95327,
95328,
95329,
95330,
95333,
95334,
95335,
95336,
95337,
95338,
95340,
95341,
95343,
95344,
95345,
95346,
95347,
95348,
95350,
95351,
95352,
95353,
95354,
95355,
95356,
95357,
95358,
95360,
95361,
95363,
95364,
95365,
95366,
95367,
95368,
95369,
95370,
95372,
95373,
95374,
95375,
95376,
95377,
95378,
95379,
95380,
95381,
95382,
95383,
95385,
95386,
95387,
95388,
95389,
95391,
95397,
95401,
95402,
95403,
95404,
95405,
95406,
95407,
95408,
95409,
95410,
95412,
95415,
95416,
95417,
95418,
95419,
95420,
95421,
95422,
95423,
95424,
95425,
95426,
95427,
95428,
95429,
95430,
95431,
95432,
95433,
95435,
95436,
95437,
95439,
95441,
95442,
95443,
95444,
95445,
95446,
95448,
95449,
95450,
95451,
95452,
95453,
95454,
95456,
95457,
95458,
95459,
95460,
95461,
95462,
95463,
95464,
95465,
95466,
95467,
95468,
95469,
95470,
95471,
95472,
95473,
95476,
95480,
95481,
95482,
95485,
95486,
95487,
95488,
95490,
95492,
95493,
95494,
95497,
95501,
95502,
95503,
95511,
95514,
95518,
95519,
95521,
95524,
95525,
95526,
95527,
95528,
95531,
95532,
95534,
95536,
95537,
95538,
95540,
95542,
95543,
95545,
95546,
95547,
95548,
95549,
95550,
95551,
95552,
95553,
95554,
95555,
95556,
95558,
95559,
95560,
95562,
95563,
95564,
95565,
95567,
95568,
95569,
95570,
95571,
95573,
95585,
95587,
95589,
95595,
95601,
95602,
95603,
95604,
95605,
95606,
95607,
95608,
95609,
95610,
95611,
95612,
95613,
95614,
95615,
95616,
95617,
95618,
95619,
95620,
95621,
95623,
95624,
95625,
95626,
95627,
95628,
95629,
95630,
95631,
95632,
95633,
95634,
95635,
95636,
95637,
95638,
95639,
95640,
95641,
95642,
95644,
95645,
95646,
95648,
95650,
95651,
95652,
95653,
95654,
95655,
95656,
95658,
95659,
95660,
95661,
95662,
95663,
95664,
95665,
95666,
95667,
95668,
95669,
95670,
95671,
95672,
95673,
95674,
95675,
95676,
95677,
95678,
95679,
95680,
95681,
95682,
95683,
95684,
95685,
95686,
95687,
95688,
95689,
95690,
95691,
95692,
95693,
95694,
95695,
95696,
95697,
95698,
95699,
95701,
95703,
95709,
95712,
95713,
95714,
95715,
95717,
95720,
95721,
95722,
95724,
95726,
95728,
95735,
95736,
95741,
95742,
95746,
95747,
95757,
95758,
95759,
95762,
95763,
95765,
95776,
95798,
95799,
95812,
95813,
95814,
95815,
95816,
95817,
95818,
95819,
95820,
95821,
95822,
95823,
95824,
95825,
95826,
95827,
95828,
95829,
95830,
95831,
95832,
95833,
95834,
95835,
95836,
95837,
95838,
95840,
95841,
95842,
95843,
95851,
95852,
95853,
95860,
95864,
95865,
95866,
95867,
95887,
95894,
95899,
95901,
95903,
95910,
95912,
95913,
95914,
95915,
95916,
95917,
95918,
95919,
95920,
95922,
95923,
95924,
95925,
95926,
95927,
95928,
95929,
95930,
95932,
95934,
95935,
95936,
95937,
95938,
95939,
95940,
95941,
95942,
95943,
95944,
95945,
95946,
95947,
95948,
95949,
95950,
95951,
95953,
95954,
95955,
95956,
95957,
95958,
95959,
95960,
95961,
95962,
95963,
95965,
95966,
95967,
95968,
95969,
95970,
95971,
95972,
95973,
95974,
95975,
95976,
95977,
95978,
95979,
95980,
95981,
95982,
95983,
95984,
95986,
95987,
95988,
95991,
95992,
95993,
96001,
96002,
96003,
96006,
96007,
96008,
96009,
96010,
96011,
96013,
96014,
96015,
96016,
96017,
96019,
96020,
96021,
96022,
96023,
96024,
96025,
96027,
96028,
96029,
96031,
96032,
96033,
96034,
96035,
96037,
96038,
96039,
96040,
96041,
96044,
96046,
96047,
96048,
96049,
96050,
96051,
96052,
96054,
96055,
96056,
96057,
96058,
96059,
96061,
96062,
96063,
96064,
96065,
96067,
96068,
96069,
96070,
96071,
96073,
96074,
96075,
96076,
96078,
96079,
96080,
96084,
96085,
96086,
96087,
96088,
96089,
96090,
96091,
96092,
96093,
96094,
96095,
96096,
96097,
96099,
96101,
96103,
96104,
96105,
96106,
96107,
96108,
96109,
96110,
96111,
96112,
96113,
96114,
96115,
96116,
96117,
96118,
96119,
96120,
96121,
96122,
96123,
96124,
96125,
96126,
96127,
96128,
96129,
96130,
96132,
96133,
96134,
96135,
96136,
96137,
96140,
96141,
96142,
96143,
96145,
96146,
96148,
96150,
96151,
96152,
96154,
96155,
96156,
96157,
96158,
96160,
96161,
96162,
89002,LAS VEGAS
89004,LAS VEGAS
89005,LAS VEGAS
89006,LAS VEGAS
89007,LAS VEGAS
89009,LAS VEGAS
89011,LAS VEGAS
89012,LAS VEGAS
89014,LAS VEGAS
89015,LAS VEGAS
89016,LAS VEGAS
89018,LAS VEGAS
89019,LAS VEGAS
89021,LAS VEGAS
89024,LAS VEGAS
89025,LAS VEGAS
89027,LAS VEGAS
89028,LAS VEGAS
89029,LAS VEGAS
89030,LAS VEGAS
89031,LAS VEGAS
89032,LAS VEGAS
89033,LAS VEGAS
89036,LAS VEGAS
89039,LAS VEGAS
89040,LAS VEGAS
89044,LAS VEGAS
89046,LAS VEGAS
89052,LAS VEGAS
89053,LAS VEGAS
89074,LAS VEGAS
89081,LAS VEGAS
89084,LAS VEGAS
89085,LAS VEGAS
89086,LAS VEGAS
89087,LAS VEGAS
89101,LAS VEGAS
89102,LAS VEGAS
89103,LAS VEGAS
89104,LAS VEGAS
89106,LAS VEGAS
89107,LAS VEGAS
89108,LAS VEGAS
89109,LAS VEGAS
89110,LAS VEGAS
89111,LAS VEGAS
89112,LAS VEGAS
89113,LAS VEGAS
89114,LAS VEGAS
89115,LAS VEGAS
89116,LAS VEGAS
89117,LAS VEGAS
89119,LAS VEGAS
89128,LAS VEGAS
89129,LAS VEGAS
89130,LAS VEGAS
89131,LAS VEGAS
89134,LAS VEGAS
89135,LAS VEGAS
89138,LAS VEGAS
89143,LAS VEGAS
89144,LAS VEGAS
89146,LAS VEGAS
89147,LAS VEGAS
89148,LAS VEGAS
89158,LAS VEGAS
89166,LAS VEGAS
89178,LAS VEGAS
89179,LAS VEGAS
85001,ARIZONA
85002,ARIZONA
85003,ARIZONA
85004,ARIZONA
85005,ARIZONA
85006,ARIZONA
85007,ARIZONA
85008,ARIZONA
85009,ARIZONA
85010,ARIZONA
85011,ARIZONA
85012,ARIZONA
85013,ARIZONA
85014,ARIZONA
85015,ARIZONA
85016,ARIZONA
85017,ARIZONA
85018,ARIZONA
85019,ARIZONA
85020,ARIZONA
85021,ARIZONA
85022,ARIZONA
85023,ARIZONA
85024,ARIZONA
85025,ARIZONA
85026,ARIZONA
85027,ARIZONA
85028,ARIZONA
85029,ARIZONA
85030,ARIZONA
85031,ARIZONA
85033,ARIZONA
85034,ARIZONA
85035,ARIZONA
85036,ARIZONA
85037,ARIZONA
85038,ARIZONA
85039,ARIZONA
85040,ARIZONA
85041,ARIZONA
85042,ARIZONA
85043,ARIZONA
85044,ARIZONA
85045,ARIZONA
85046,ARIZONA
85048,ARIZONA
85050,ARIZONA
85051,ARIZONA
85053,ARIZONA
85054,ARIZONA
85055,ARIZONA
85060,ARIZONA
85061,ARIZONA
85062,ARIZONA
85064,ARIZONA
85065,ARIZONA
85066,ARIZONA
85067,ARIZONA
85068,ARIZONA
85069,ARIZONA
85070,ARIZONA
85071,ARIZONA
85072,ARIZONA
85073,ARIZONA
85074,ARIZONA
85075,ARIZONA
85076,ARIZONA
85077,ARIZONA
85078,ARIZONA
85079,ARIZONA
85080,ARIZONA
85082,ARIZONA
85083,ARIZONA
85085,ARIZONA
85086,ARIZONA
85087,ARIZONA
85096,ARIZONA
85097,ARIZONA
85098,ARIZONA
85099,ARIZONA
85117,ARIZONA
85118,ARIZONA
85119,ARIZONA
85120,ARIZONA
85121,ARIZONA
85122,ARIZONA
85123,ARIZONA
85127,ARIZONA
85128,ARIZONA
85130,ARIZONA
85131,ARIZONA
85132,ARIZONA
85135,ARIZONA
85137,ARIZONA
85138,ARIZONA
85139,ARIZONA
85140,ARIZONA
85141,ARIZONA
85142,ARIZONA
85143,ARIZONA
85145,ARIZONA
85147,ARIZONA
85172,ARIZONA
85173,ARIZONA
85178,ARIZONA
85190,ARIZONA
85191,ARIZONA
85192,ARIZONA
85193,ARIZONA
85194,ARIZONA
85201,ARIZONA
85202,ARIZONA
85203,ARIZONA
85204,ARIZONA
85205,ARIZONA
85206,ARIZONA
85207,ARIZONA
85208,ARIZONA
85209,ARIZONA
85210,ARIZONA
85211,ARIZONA
85212,ARIZONA
85213,ARIZONA
85214,ARIZONA
85215,ARIZONA
85216,ARIZONA
85217,ARIZONA
85218,ARIZONA
85219,ARIZONA
85220,ARIZONA
85221,ARIZONA
85222,ARIZONA
85223,ARIZONA
85224,ARIZONA
85225,ARIZONA
85226,ARIZONA
85227,ARIZONA
85228,ARIZONA
85230,ARIZONA
85231,ARIZONA
85232,ARIZONA
85233,ARIZONA
85234,ARIZONA
85235,ARIZONA
85236,ARIZONA
85237,ARIZONA
85238,ARIZONA
85239,ARIZONA
85240,ARIZONA
85241,ARIZONA
85242,ARIZONA
85243,ARIZONA
85244,ARIZONA
85245,ARIZONA
85246,ARIZONA
85247,ARIZONA
85248,ARIZONA
85249,ARIZONA
85250,ARIZONA
85251,ARIZONA
85252,ARIZONA
85253,ARIZONA
85254,ARIZONA
85255,ARIZONA
85256,ARIZONA
85257,ARIZONA
85258,ARIZONA
85259,ARIZONA
85260,ARIZONA
85261,ARIZONA
85262,ARIZONA
85263,ARIZONA
85264,ARIZONA
85266,ARIZONA
85267,ARIZONA
85268,ARIZONA
85269,ARIZONA
85271,ARIZONA
85272,ARIZONA
85273,ARIZONA
85274,ARIZONA
85275,ARIZONA
85277,ARIZONA
85278,ARIZONA
85279,ARIZONA
85280,ARIZONA
85281,ARIZONA
85282,ARIZONA
85283,ARIZONA
85284,ARIZONA
85285,ARIZONA
85286,ARIZONA
85287,ARIZONA
85288,ARIZONA
85289,ARIZONA
85290,ARIZONA
85291,ARIZONA
85292,ARIZONA
85293,ARIZONA
85294,ARIZONA
85295,ARIZONA
85296,ARIZONA
85297,ARIZONA
85298,ARIZONA
85299,ARIZONA
85301,ARIZONA
85302,ARIZONA
85303,ARIZONA
85304,ARIZONA
85305,ARIZONA
85306,ARIZONA
85307,ARIZONA
85308,ARIZONA
85309,ARIZONA
85310,ARIZONA
85311,ARIZONA
85312,ARIZONA
85313,ARIZONA
85318,ARIZONA
85320,ARIZONA
85321,ARIZONA
85322,ARIZONA
85323,ARIZONA
85324,ARIZONA
85325,ARIZONA
85326,ARIZONA
85327,ARIZONA
85328,ARIZONA
85329,ARIZONA
85331,ARIZONA
85332,ARIZONA
85333,ARIZONA
85334,ARIZONA
85335,ARIZONA
85336,ARIZONA
85337,ARIZONA
85338,ARIZONA
85339,ARIZONA
85340,ARIZONA
85341,ARIZONA
85342,ARIZONA
85343,ARIZONA
85344,ARIZONA
85345,ARIZONA
85346,ARIZONA
85347,ARIZONA
85348,ARIZONA
85349,ARIZONA
85350,ARIZONA
85351,ARIZONA
85352,ARIZONA
85353,ARIZONA
85354,ARIZONA
85355,ARIZONA
85356,ARIZONA
85357,ARIZONA
85358,ARIZONA
85359,ARIZONA
85360,ARIZONA
85361,ARIZONA
85362,ARIZONA
85363,ARIZONA
85364,ARIZONA
85365,ARIZONA
85366,ARIZONA
85367,ARIZONA
85369,ARIZONA
85371,ARIZONA
85372,ARIZONA
85373,ARIZONA
85374,ARIZONA
85375,ARIZONA
85376,ARIZONA
85377,ARIZONA
85378,ARIZONA
85379,ARIZONA
85380,ARIZONA
85381,ARIZONA
85382,ARIZONA
85383,ARIZONA
85385,ARIZONA
85387,ARIZONA
85388,ARIZONA
85390,ARIZONA
85392,ARIZONA
85395,ARIZONA
85396,ARIZONA
85501,ARIZONA
85502,ARIZONA
85530,ARIZONA
85531,ARIZONA
85532,ARIZONA
85533,ARIZONA
85534,ARIZONA
85535,ARIZONA
85536,ARIZONA
85539,ARIZONA
85540,ARIZONA
85541,ARIZONA
85542,ARIZONA
85543,ARIZONA
85544,ARIZONA
85545,ARIZONA
85546,ARIZONA
85547,ARIZONA
85548,ARIZONA
85550,ARIZONA
85551,ARIZONA
85552,ARIZONA
85553,ARIZONA
85554,ARIZONA
85601,ARIZONA
85602,ARIZONA
85603,ARIZONA
85605,ARIZONA
85606,ARIZONA
85607,ARIZONA
85608,ARIZONA
85609,ARIZONA
85610,ARIZONA
85611,ARIZONA
85613,ARIZONA
85614,ARIZONA
85615,ARIZONA
85616,ARIZONA
85617,ARIZONA
85618,ARIZONA
85619,ARIZONA
85620,ARIZONA
85621,ARIZONA
85622,ARIZONA
85623,ARIZONA
85624,ARIZONA
85625,ARIZONA
85626,ARIZONA
85627,ARIZONA
85628,ARIZONA
85629,ARIZONA
85630,ARIZONA
85631,ARIZONA
85632,ARIZONA
85633,ARIZONA
85634,ARIZONA
85635,ARIZONA
85636,ARIZONA
85637,ARIZONA
85638,ARIZONA
85639,ARIZONA
85640,ARIZONA
85641,ARIZONA
85643,ARIZONA
85644,ARIZONA
85645,ARIZONA
85646,ARIZONA
85648,ARIZONA
85650,ARIZONA
85652,ARIZONA
85653,ARIZONA
85654,ARIZONA
85655,ARIZONA
85658,ARIZONA
85662,ARIZONA
85670,ARIZONA
85671,ARIZONA
85701,ARIZONA
85702,ARIZONA
85703,ARIZONA
85704,ARIZONA
85705,ARIZONA
85706,ARIZONA
85707,ARIZONA
85708,ARIZONA
85709,ARIZONA
85710,ARIZONA
85711,ARIZONA
85712,ARIZONA
85713,ARIZONA
85714,ARIZONA
85715,ARIZONA
85716,ARIZONA
85717,ARIZONA
85718,ARIZONA
85719,ARIZONA
85720,ARIZONA
85721,ARIZONA
85722,ARIZONA
85723,ARIZONA
85724,ARIZONA
85725,ARIZONA
85726,ARIZONA
85728,ARIZONA
85730,ARIZONA
85731,ARIZONA
85732,ARIZONA
85733,ARIZONA
85734,ARIZONA
85735,ARIZONA
85736,ARIZONA
85737,ARIZONA
85738,ARIZONA
85739,ARIZONA
85740,ARIZONA
85741,ARIZONA
85742,ARIZONA
85743,ARIZONA
85744,ARIZONA
85745,ARIZONA
85746,ARIZONA
85747,ARIZONA
85748,ARIZONA
85749,ARIZONA
85750,ARIZONA
85751,ARIZONA
85752,ARIZONA
85754,ARIZONA
85755,ARIZONA
85756,ARIZONA
85757,ARIZONA
85775,ARIZONA
85777,ARIZONA
85901,ARIZONA
85902,ARIZONA
85911,ARIZONA
85912,ARIZONA
85920,ARIZONA
85922,ARIZONA
85923,ARIZONA
85924,ARIZONA
85925,ARIZONA
85926,ARIZONA
85927,ARIZONA
85928,ARIZONA
85929,ARIZONA
85930,ARIZONA
85931,ARIZONA
85932,ARIZONA
85933,ARIZONA
85934,ARIZONA
85935,ARIZONA
85936,ARIZONA
85937,ARIZONA
85938,ARIZONA
85939,ARIZONA
85940,ARIZONA
85941,ARIZONA
85942,ARIZONA
86001,ARIZONA
86002,ARIZONA
86003,ARIZONA
86004,ARIZONA
86005,ARIZONA
86011,ARIZONA
86015,ARIZONA
86016,ARIZONA
86017,ARIZONA
86018,ARIZONA
86020,ARIZONA
86021,ARIZONA
86022,ARIZONA
86023,ARIZONA
86024,ARIZONA
86025,ARIZONA
86028,ARIZONA
86029,ARIZONA
86030,ARIZONA
86031,ARIZONA
86032,ARIZONA
86033,ARIZONA
86034,ARIZONA
86035,ARIZONA
86036,ARIZONA
86038,ARIZONA
86039,ARIZONA
86040,ARIZONA
86042,ARIZONA
86043,ARIZONA
86044,ARIZONA
86045,ARIZONA
86046,ARIZONA
86047,ARIZONA
86052,ARIZONA
86053,ARIZONA
86054,ARIZONA
86301,ARIZONA
86302,ARIZONA
86303,ARIZONA
86304,ARIZONA
86305,ARIZONA
86312,ARIZONA
86313,ARIZONA
86314,ARIZONA
86315,ARIZONA
86320,ARIZONA
86321,ARIZONA
86322,ARIZONA
86323,ARIZONA
86324,ARIZONA
86325,ARIZONA
86326,ARIZONA
86327,ARIZONA
86329,ARIZONA
86330,ARIZONA
86331,ARIZONA
86332,ARIZONA
86333,ARIZONA
86334,ARIZONA
86335,ARIZONA
86336,ARIZONA
86337,ARIZONA
86338,ARIZONA
86339,ARIZONA
86340,ARIZONA
86341,ARIZONA
86342,ARIZONA
86343,ARIZONA
86351,ARIZONA
86401,ARIZONA
86402,ARIZONA
86403,ARIZONA
86404,ARIZONA
86405,ARIZONA
86406,ARIZONA
86409,ARIZONA
86411,ARIZONA
86412,ARIZONA
86413,ARIZONA
86426,ARIZONA
86427,ARIZONA
86429,ARIZONA
86430,ARIZONA
86431,ARIZONA
86432,ARIZONA
86433,ARIZONA
86434,ARIZONA
86435,ARIZONA
86436,ARIZONA
86437,ARIZONA
86438,ARIZONA
86439,ARIZONA
86440,ARIZONA
86441,ARIZONA
86442,ARIZONA
86443,ARIZONA
86444,ARIZONA
86445,ARIZONA
86446,ARIZONA
86502,ARIZONA
86503,ARIZONA
86504,ARIZONA
86505,ARIZONA
86506,ARIZONA
86507,ARIZONA
86508,ARIZONA
86510,ARIZONA
86511,ARIZONA
86512,ARIZONA
86514,ARIZONA
86515,ARIZONA
86520,ARIZONA
86535,ARIZONA
86538,ARIZONA
86540,ARIZONA
86544,ARIZONA
86545,ARIZONA
86547,ARIZONA
86555,ARIZONA
86556,ARIZONA
